stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words,classification,confidence,method
cove,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,"cove, coves",environmental,0.642,model
tetramethylen,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,tetramethylene,environmental,0.562,model
pratens,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,pratense,environmental,0.521,model
ifac,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,ifac,environmental,0.518,model
ethiopian,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,"ethiopian, ethiopians",environmental,0.591,model
wrist-watch,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,"wrist-watch, wrist-watches",environmental,0.556,model
doorset,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,doorsets,environmental,0.509,model
thesi,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,thesis,environmental,0.509,model
reconnect,30.26886886388529,73,11,0.0199890470974808,0.0006603830221528,"reconnect, reconnected, reconnecting, reconnection, reconnects",environmental,0.508,model
acidif,30.255047462577583,199,30,0.0544906900328587,0.0018010446058714,acidification,environmental,0.712,model
language-en,30.10301204819277,99,15,0.0271084337349397,0.0009005223029357,language-en,environmental,0.542,model
hare,30.10301204819277,66,10,0.0180722891566265,0.0006003482019571,"hare, hares",environmental,0.706,model
carambola,30.10301204819277,33,5,0.0090361445783132,0.0003001741009785,"carambola, carambolas",environmental,0.508,model
fertility,30.04010084224043,191,29,0.0523001095290251,0.0017410097856756,fertility,environmental,0.565,model
oleo-oil,29.972695978720076,46,7,0.0125958378970427,0.0004202437413699,oleo-oil,environmental,0.558,model
daughter,29.854226824653992,72,11,0.0197152245345016,0.0006603830221528,"daughter, daughters",environmental,0.519,model
compass,29.842379909247384,229,35,0.0627053669222344,0.0021012187068499,"compass, compasses, compassion",environmental,0.685,model
anag,29.798941219423146,98,15,0.0268346111719605,0.0009005223029357,"anag, anage, anaged, anagement, anager, anagers, anaging",environmental,0.53,model
grapefruit,29.646905805038337,91,14,0.0249178532311062,0.0008404874827399,"grapefruit, grapefruits",environmental,0.634,model
yellowfin,29.646905805038337,65,10,0.0177984665936473,0.0006003482019571,yellowfin,environmental,0.607,model
deer,29.646905805038337,65,10,0.0177984665936473,0.0006003482019571,"deer, deere, deers",environmental,0.803,model
pelami,29.646905805038337,52,8,0.0142387732749178,0.0004802785615657,pelamis,environmental,0.727,model
diethylamino,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,diethylamino,environmental,0.636,model
deodoris,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,"deodorisation, deodorised, deodorisers, deodorising",environmental,0.509,model
pillow,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,"pillow, pillows",environmental,0.527,model
steroid,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,"steroid, steroidal, steroids",environmental,0.551,model
ryegrass,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,ryegrass,environmental,0.914,model
paternity,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,paternity,environmental,0.521,model
cathol,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,"catholic, catholics",environmental,0.567,model
vistula,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,vistula,environmental,0.567,model
gezondheidszorg,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,gezondheidszorg,environmental,0.597,model
trichloromethan,29.646905805038333,39,6,0.0106790799561883,0.0003602089211742,trichloromethane,environmental,0.699,model
toluidin,29.646905805038333,39,6,0.0106790799561883,0.0003602089211742,"toluidine, toluidines",environmental,0.649,model
roof,29.58174777030199,454,70,0.124315443592552,0.0042024374136999,"roof, roofed, roofing, roofings, roofs",environmental,0.592,model
hydrogen,29.361839403066817,618,96,0.1692223439211391,0.0057633427387884,"hydrogen, hydrogenation, hydrogenator",environmental,0.667,model
polyurethan,29.21930620208105,205,32,0.0561336254107338,0.0019211142462628,"polyurethane, polyurethanes",environmental,0.538,model
rhododendron,29.190799561883896,32,5,0.008762322015334,0.0003001741009785,"rhododendron, rhododendrons",environmental,0.875,model
desiccat,29.190799561883896,32,5,0.008762322015334,0.0003001741009785,desiccated,environmental,0.523,model
tarpaulin,29.140121090422294,115,18,0.0314895947426067,0.0010806267635228,"tarpaulin, tarpaulins",environmental,0.648,model
jewellery,28.88672873311428,171,27,0.0468236582694414,0.0016209401452842,jewellery,environmental,0.504,model
matern,28.88672873311428,114,18,0.0312157721796276,0.0010806267635228,"matern, maternal, materne",environmental,0.673,model
unhealthy,28.88672873311428,57,9,0.0156078860898138,0.0005403133817614,unhealthy,environmental,0.58,model
hydrochlor,28.88672873311428,57,9,0.0156078860898138,0.0005403133817614,hydrochloric,environmental,0.583,model
short-sea,28.886728733114275,38,6,0.0104052573932092,0.0003602089211742,short-sea,environmental,0.674,model
post-pandem,28.886728733114275,38,6,0.0104052573932092,0.0003602089211742,post-pandemic,environmental,0.635,model
transnistria,28.886728733114275,38,6,0.0104052573932092,0.0003602089211742,transnistria,environmental,0.505,model
siloxan,28.669535283993117,44,7,0.0120481927710843,0.0004202437413699,"siloxane, siloxanes",environmental,0.604,model
etap,28.669535283993117,44,7,0.0120481927710843,0.0004202437413699,"etap, etape, etaper, etaps",environmental,0.56,model
voter,28.62459870831287,182,29,0.0498357064622124,0.0017410097856756,"voter, voters",environmental,0.506,model
vitrifi,28.61030070696007,69,11,0.018893756845564,0.0006603830221528,"vitrifiable, vitrified, vitrifies",environmental,0.51,model
reclam,28.58265790434465,94,15,0.0257393209200438,0.0009005223029357,"reclamation, reclamations, reclame",environmental,0.594,model
northeast,28.506640197152244,50,8,0.0136911281489594,0.0004802785615657,northeast,environmental,0.531,model
roh,28.506640197152244,50,8,0.0136911281489594,0.0004802785615657,rohs,environmental,1.0,known_acronym
amazon,28.506640197152244,50,8,0.0136911281489594,0.0004802785615657,"amazon, amazone, amazons",environmental,0.618,model
brook,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,"brook, brooke, brookes, brookings, brooks",environmental,0.63,model
impregn,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,"impregnate, impregnates, impregnation",environmental,0.614,model
monoethanolamin,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,monoethanolamine,environmental,0.602,model
corduroi,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,corduroy,environmental,0.548,model
proton,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,"proton, protons",environmental,0.503,model
ionic,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,"ionic, ionics",environmental,0.53,model
decidu,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,deciduous,environmental,0.588,model
research-relat,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,research-related,environmental,0.684,model
timber-produc,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,timber-producing,environmental,0.626,model
trichloroacet,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,"trichloroacetate, trichloroacetic",environmental,0.57,model
science-bas,28.45234183487195,131,21,0.0358707557502738,0.0012607312241099,"science-base, science-based",environmental,0.788,model
nuisanc,28.379944018498236,112,18,0.0306681270536692,0.0010806267635228,"nuisance, nuisances",environmental,0.688,model
coca,28.379944018498236,56,9,0.0153340635268346,0.0005403133817614,coca,environmental,0.557,model
homeless,28.379944018498236,56,9,0.0153340635268346,0.0005403133817614,"homeless, homelessness",environmental,0.507,model
eu-fund,28.343745110311374,348,56,0.0952902519167579,0.0033619499309599,"eu-fund, eu-funded, eu-funding, eu-funds",environmental,0.512,model
parath,28.278587075575025,31,5,0.0084884994523548,0.0003001741009785,parathion,environmental,0.589,model
pleuronectida,28.278587075575025,31,5,0.0084884994523548,0.0003001741009785,pleuronectidae,environmental,0.832,model
ever-grow,28.278587075575025,31,5,0.0084884994523548,0.0003001741009785,ever-growing,environmental,0.537,model
endocrin,28.235148385750797,130,21,0.0355969331872946,0.0012607312241099,"endocrin, endocrine",environmental,0.737,model
endless,28.159602838230395,142,23,0.0388828039430449,0.0013808008645014,endless,environmental,0.583,model
engrauli,28.126551661190216,37,6,0.01013143483023,0.0003602089211742,engraulis,environmental,0.618,model
builder,28.102029820160407,191,31,0.0523001095290251,0.0018610794260671,"builder, builders",environmental,0.554,model
magnesia,28.09614457831325,154,25,0.0421686746987951,0.0015008705048928,"magnesia, magnesias",environmental,0.573,model
electrifi,28.01795493662964,86,14,0.0235487404162102,0.0008404874827399,"electrifi, electrified",environmental,0.547,model
feedstock,27.9365073932092,196,32,0.0536692223439211,0.0019211142462628,"feedstock, feedstocks",environmental,0.658,model
plateaux,27.9365073932092,49,8,0.0134173055859802,0.0004802785615657,plateaux,environmental,0.544,model
turmer,27.9365073932092,49,8,0.0134173055859802,0.0004802785615657,turmeric,environmental,0.502,model
oleostearin,27.9365073932092,49,8,0.0134173055859802,0.0004802785615657,oleostearin,environmental,0.603,model
zoom,27.9365073932092,49,8,0.0134173055859802,0.0004802785615657,"zoom, zoomed, zooming, zooms",environmental,0.501,model
mammal,27.936507393209197,294,48,0.0805038335158817,0.0028816713693942,"mammal, mammals",environmental,0.684,model
phenylen,27.84648642416556,116,19,0.0317634173055859,0.0011406615837185,phenylene,environmental,0.56,model
reservoir,27.83820863390867,354,58,0.096933187294633,0.0034820195713513,"reservoir, reservoirs",environmental,0.805,model
benzen,27.82248083242059,183,30,0.0501095290251916,0.0018010446058714,"benzen, benzene, benzenes",environmental,0.596,model
ema,27.796663497902415,323,53,0.0884446878422782,0.0031818454703728,"ema, emas",environmental,1.0,known_acronym
sandston,27.7172255455388,79,13,0.0216319824753559,0.0007804526625442,sandstone,environmental,0.575,model
sub-region,27.619766946574178,218,36,0.0596933187294633,0.0021612535270456,"sub-regional, sub-regiones",environmental,0.562,model
polytetrafluoroethylen,27.5353028274715,163,27,0.0446330777656078,0.0016209401452842,polytetrafluoroethylene,environmental,0.539,model
once-only,27.36637458926616,54,9,0.0147864184008762,0.0005403133817614,once-only,environmental,0.516,model
unsustain,27.366374589266155,372,62,0.1018619934282584,0.0037221588521342,unsustainable,environmental,0.54,model
buffer,27.366374589266155,348,58,0.0952902519167579,0.0034820195713513,"buffer, buffered, buffering, buffers",environmental,0.645,model
emsa,27.366374589266155,120,20,0.0328587075575027,0.0012006964039142,emsa,environmental,0.512,model
epo,27.366374589266155,84,14,0.0230010952902519,0.0008404874827399,"epo, epos",environmental,0.69,model
potash,27.366374589266155,66,11,0.0180722891566265,0.0006603830221528,potash,environmental,0.585,model
sago,27.366374589266155,60,10,0.0164293537787513,0.0006003482019571,sago,environmental,0.607,model
pre-pandem,27.366374589266155,48,8,0.013143483023001,0.0004802785615657,pre-pandemic,environmental,0.595,model
sulphur-cont,27.366374589266155,42,7,0.0115005476451259,0.0004202437413699,"sulphur-content, sulphur-contents",environmental,0.738,model
hydrofluor,27.366374589266155,36,6,0.0098576122672508,0.0003602089211742,hydrofluoric,environmental,0.616,model
album,27.366374589266155,36,6,0.0098576122672508,0.0003602089211742,"album, albums",environmental,0.626,model
scissor,27.366374589266155,36,6,0.0098576122672508,0.0003602089211742,"scissor, scissors",environmental,0.585,model
glacier,27.366374589266155,36,6,0.0098576122672508,0.0003602089211742,"glacier, glaciers",environmental,0.895,model
chlordecon,27.366374589266155,30,5,0.0082146768893756,0.0003001741009785,chlordecone,environmental,0.731,model
fua,27.366374589266155,30,5,0.0082146768893756,0.0003001741009785,"fua, fuas",environmental,0.503,model
bothida,27.366374589266155,30,5,0.0082146768893756,0.0003001741009785,bothidae,environmental,0.617,model
methamidopho,27.366374589266155,30,5,0.0082146768893756,0.0003001741009785,methamidophos,environmental,0.571,model
user-driven,27.366374589266155,30,5,0.0082146768893756,0.0003001741009785,user-driven,environmental,0.543,model
messinia,27.366374589266155,30,5,0.0082146768893756,0.0003001741009785,"messinia, messinias",environmental,0.606,model
cynoglossida,27.366374589266155,30,5,0.0082146768893756,0.0003001741009785,cynoglossidae,environmental,0.771,model
arbeid,27.366374589266155,24,4,0.0065717415115005,0.0002401392807828,"arbeid, arbeiders, arbeids",environmental,0.697,model
tribal,27.366374589266155,24,4,0.0065717415115005,0.0002401392807828,tribal,environmental,0.556,model
simap,27.366374589266155,24,4,0.0065717415115005,0.0002401392807828,simap,environmental,0.512,model
deep-root,27.366374589266155,24,4,0.0065717415115005,0.0002401392807828,deep-rooted,environmental,0.539,model
magnesit,27.159053569650503,131,22,0.0358707557502738,0.0013207660443056,magnesite,environmental,0.572,model
kitchen,27.149181140144997,250,42,0.0684556407447973,0.0025214624482199,"kitchen, kitchener, kitchens",environmental,0.524,model
seafood,27.11298223195814,107,18,0.0292990142387732,0.0010806267635228,"seafood, seafoods",environmental,0.684,model
on-farm,27.06230376049653,89,15,0.0243702081051478,0.0009005223029357,on-farm,environmental,0.889,model
fisher,27.04058441558442,83,14,0.0227272727272727,0.0008404874827399,"fisher, fishers",environmental,0.898,model
resinoid,27.00148959474261,148,25,0.04052573932092,0.0015008705048928,"resinoides, resinoids",environmental,0.731,model
papaya,26.95173255003485,65,11,0.0177984665936473,0.0006603830221528,"papaya, papayas",environmental,0.67,model
inhibitor,26.931987691023835,124,21,0.0339539978094194,0.0012607312241099,"inhibitor, inhibitors",environmental,0.551,model
butanol,26.79624178532311,47,8,0.0128696604600219,0.0004802785615657,"butanol, butanols",environmental,0.598,model
piano,26.79624178532311,47,8,0.0128696604600219,0.0004802785615657,"piano, pianos",environmental,0.512,model
aquacultur,26.768202467096405,716,122,0.1960569550930996,0.007324248063877,"aquacultural, aquaculture, aquacultured, aquacultures",environmental,0.801,model
repowereu,26.75823293172691,88,15,0.0240963855421686,0.0009005223029357,repowereu,environmental,0.533,model
water-separ,26.714794241902677,41,7,0.0112267250821467,0.0004202437413699,water-separation,environmental,0.903,model
under-develop,26.714794241902677,41,7,0.0112267250821467,0.0004202437413699,"under-developed, under-development",environmental,0.54,model
silic,26.714794241902673,123,21,0.0336801752464403,0.0012607312241099,"silic, silicate, silicates, silice, siliceous, silicic",environmental,0.58,model
coral,26.6822152245345,117,20,0.0320372398685651,0.0012006964039142,"coral, corals",environmental,0.805,model
dissimilar,26.66467267672087,76,13,0.0208105147864184,0.0007804526625442,"dissimilar, dissimilarities",environmental,0.516,model
biologically,26.66467267672087,76,13,0.0208105147864184,0.0007804526625442,biologically,environmental,0.975,model
carpet,26.65370858433735,187,32,0.0512048192771084,0.0019211142462628,"carpet, carpeting, carpets",environmental,0.502,model
end-of-wast,26.606197517342093,35,6,0.0095837897042716,0.0003602089211742,end-of-waste,environmental,0.72,model
hama,26.606197517342093,35,6,0.0095837897042716,0.0003602089211742,hamas,environmental,0.503,model
eggplant,26.606197517342093,35,6,0.0095837897042716,0.0003602089211742,"eggplant, eggplants",environmental,0.777,model
dielectr,26.537090510803544,128,22,0.0350492880613362,0.0013207660443056,"dielectr, dielectric, dielectrics",environmental,0.607,model
depopul,26.537090510803544,64,11,0.0175246440306681,0.0006603830221528,depopulation,environmental,0.82,model
eida,26.454162102957284,58,10,0.0158817086527929,0.0006003482019571,eidas,environmental,0.629,model
archipelago,26.454162102957284,58,10,0.0158817086527929,0.0006003482019571,"archipelago, archipelagos",environmental,0.742,model
urophyci,26.454162102957284,29,5,0.0079408543263964,0.0003001741009785,urophycis,environmental,0.961,model
culvert,26.454162102957284,29,5,0.0079408543263964,0.0003001741009785,"culvert, culverted, culverts",environmental,0.847,model
reclin,26.454162102957284,29,5,0.0079408543263964,0.0003001741009785,"reclined, recliner, reclining",environmental,0.501,model
jesu,26.454162102957284,29,5,0.0079408543263964,0.0003001741009785,jesus,environmental,0.552,model
carcharia,26.454162102957284,29,5,0.0079408543263964,0.0003001741009785,carcharias,environmental,0.519,model
electrolyt,26.39887649772644,191,33,0.0523001095290251,0.0019811490664585,"electrolyte, electrolytes, electrolytic, electrolytical",environmental,0.535,model
gravel,26.389004068220935,81,14,0.0221796276013143,0.0008404874827399,"gravel, gravelle, gravels",environmental,0.742,model
cranberri,26.35280516003408,52,9,0.0142387732749178,0.0005403133817614,cranberries,environmental,0.722,model
iodid,26.35280516003408,52,9,0.0142387732749178,0.0005403133817614,"iodide, iodides",environmental,0.541,model
eros,26.352805160034077,572,99,0.1566265060240964,0.0059434471993756,"erosion, erosions, erosive",environmental,0.749,model
crochet,26.313821720448225,150,26,0.0410733844468784,0.0015609053250885,"crochet, crocheted, crocheting, crochets",environmental,0.545,model
tidal,26.30212668857247,173,30,0.0473713033953997,0.0018010446058714,tidal,environmental,0.54,model
pre-crisi,26.226108981380065,115,20,0.0314895947426067,0.0012006964039142,pre-crisis,environmental,0.515,model
elastom,26.226108981380065,92,16,0.0251916757940854,0.0009605571231314,"elastomer, elastomers",environmental,0.565,model
electro,26.226108981380065,69,12,0.018893756845564,0.0007204178423485,electro,environmental,0.786,model
envi,26.226108981380065,46,8,0.0125958378970427,0.0004802785615657,"envi, envie, envis",environmental,0.728,model
runner,26.226108981380065,46,8,0.0125958378970427,0.0004802785615657,"runner, runners",environmental,0.605,model
tetrafluoroethan,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,tetrafluoroethane,environmental,0.671,model
vēstnesi,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,vēstnesis,environmental,0.545,model
shock-absorb,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,"shock-absorbent, shock-absorbers, shock-absorbing",environmental,0.54,model
energy-europ,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,energy-europe,environmental,0.627,model
voltmet,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,voltmeters,environmental,0.582,model
odi,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,"odi, odies",environmental,0.563,model
multi-actor,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,"multi-actor, multi-actors",environmental,0.515,model
anti-flood,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,"anti-flood, anti-flooding",environmental,0.862,model
hyogo,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,hyogo,environmental,0.579,model
diethanolamin,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,diethanolamine,environmental,0.505,model
ingénieur,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,"ingénieur, ingénieurs",environmental,0.582,model
cleans,26.12244847157224,63,11,0.0172508214676889,0.0006603830221528,"cleanse, cleansed, cleansing",environmental,0.575,model
preciou,26.063213894539196,320,56,0.0876232201533406,0.0033619499309599,precious,environmental,0.516,model
greco,26.063213894539196,160,28,0.0438116100766703,0.0016809749654799,greco,environmental,0.666,model
salmonida,26.063213894539196,40,7,0.0109529025191675,0.0004202437413699,salmonidae,environmental,0.776,model
ntegrat,26.063213894539196,40,7,0.0109529025191675,0.0004202437413699,"ntegrat, ntegrate, ntegrated, ntegrating, ntegration",environmental,0.541,model
rhizom,26.063213894539196,40,7,0.0109529025191675,0.0004202437413699,"rhizome, rhizomes",environmental,0.884,model
scarcity,26.046067043292787,434,76,0.1188389923329682,0.0045626463348742,scarcity,environmental,0.607,model
underdevelop,26.024885638811934,194,34,0.0531215772179627,0.0020411838866542,"underdeveloped, underdevelopment",environmental,0.588,model
nucleic,26.024885638811934,97,17,0.0265607886089813,0.0010205919433271,nucleic,environmental,0.537,model
diaspora,25.998055859802847,114,20,0.0312157721796276,0.0012006964039142,"diaspora, diasporas",environmental,0.516,model
reindeer,25.998055859802847,57,10,0.0156078860898138,0.0006003482019571,reindeer,environmental,0.685,model
sub-category,25.998055859802847,57,10,0.0156078860898138,0.0006003482019571,sub-category,environmental,0.547,model
untreat,25.962970764175584,148,26,0.04052573932092,0.0015609053250885,"untreatable, untreated",environmental,0.55,model
fukushima,25.84602044541804,51,9,0.0139649507119386,0.0005403133817614,fukushima,environmental,0.824,model
node,25.84602044541803,221,39,0.0605147864184008,0.0023413579876328,"node, nodes",environmental,0.527,model
dibenzofuran,25.84602044541803,34,6,0.0093099671412924,0.0003602089211742,"dibenzofuran, dibenzofuranes, dibenzofurans",environmental,0.663,model
mineralog,25.84602044541803,34,6,0.0093099671412924,0.0003602089211742,mineralogical,environmental,0.6,model
pastel,25.84602044541803,34,6,0.0093099671412924,0.0003602089211742,"pastel, pastels",environmental,0.503,model
charity,25.655976177437022,45,8,0.0123220153340635,0.0004802785615657,charity,environmental,0.598,model
chloroform,25.655976177437022,45,8,0.0123220153340635,0.0004802785615657,"chloroform, chloroformate, chloroformates, chloroforms",environmental,0.672,model
substrat,25.640567182735857,208,37,0.0569550930996714,0.0022212883472414,"substrat, substrate, substrates",environmental,0.652,model
shore,25.628826996296873,236,42,0.0646221248630887,0.0025214624482199,"shore, shores",environmental,0.668,model
monoxid,25.54194961664841,224,40,0.0613362541073384,0.0024013928078285,"monoxide, monoxides",environmental,0.549,model
dextrin,25.54194961664841,112,20,0.0306681270536692,0.0012006964039142,"dextrin, dextrines, dextrins",environmental,0.583,model
biotechnologi,25.54194961664841,84,15,0.0230010952902519,0.0009005223029357,"biotechnologie, biotechnologies",environmental,0.691,model
after-treat,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,after-treatment,environmental,0.656,model
radon,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,"radon, radons",environmental,0.642,model
infrastructure-relat,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,infrastructure-related,environmental,0.51,model
platessa,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,platessa,environmental,0.505,model
vitis-idaea,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,vitis-idaea,environmental,0.537,model
crop-specif,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,crop-specific,environmental,0.586,model
carcharodon,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,carcharodon,environmental,0.558,model
euraxess,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,euraxess,environmental,0.979,model
ensreg,25.54194961664841,28,5,0.0076670317634173,0.0003001741009785,ensreg,environmental,0.761,model
scour,25.479038410696077,162,29,0.0443592552026287,0.0017410097856756,"scour, scoured, scouring",environmental,0.598,model
eruc,25.41163354717572,39,7,0.0106790799561883,0.0004202437413699,erucic,environmental,0.871,model
conif,25.41163354717572,39,7,0.0106790799561883,0.0004202437413699,"conifer, conifers",environmental,0.933,model
pimento,25.41163354717572,39,7,0.0106790799561883,0.0004202437413699,"pimento, pimentos",environmental,0.538,model
collector,25.411633547175715,234,42,0.0640744797371303,0.0025214624482199,"collector, collectors",environmental,0.794,model
morpholog,25.383303966855564,128,23,0.0350492880613362,0.0013808008645014,morphological,environmental,0.518,model
psychosoci,25.3709097754655,89,16,0.0243702081051478,0.0009605571231314,psychosocial,environmental,0.539,model
wassenaar,25.3709097754655,89,16,0.0243702081051478,0.0009605571231314,wassenaar,environmental,0.557,model
emit,25.354141163584824,189,34,0.0517524644030668,0.0020411838866542,"emit, emite, emits",environmental,0.523,model
watersh,25.293164393109627,61,11,0.0167031763417305,0.0006603830221528,"watershed, watersheds",environmental,0.973,model
pop,25.248738460334845,155,28,0.0424424972617743,0.0016809749654799,"pop, pops",environmental,1.0,known_acronym
hike,25.23787878787879,83,15,0.0227272727272727,0.0009005223029357,"hike, hikes",environmental,0.756,model
cepol,25.2199922685394,94,17,0.0257393209200438,0.0010205919433271,cepol,environmental,0.866,model
couscou,25.177064622124863,138,25,0.0377875136911281,0.0015008705048928,couscous,environmental,0.514,model
earthquak,25.151001408230325,193,35,0.0528477546549835,0.0021012187068499,"earthquake, earthquakes",environmental,0.575,model
contaminat,25.1388789831631,474,86,0.1297918948521358,0.0051629945368313,"contaminat, contaminated, contaminating",environmental,0.611,model
salep,25.085843373493976,55,10,0.0150602409638554,0.0006003482019571,salep,environmental,0.568,model
curcuma,25.085843373493976,44,8,0.0120481927710843,0.0004802785615657,curcuma,environmental,0.539,model
lupulin,25.085843373493976,44,8,0.0120481927710843,0.0004802785615657,lupulin,environmental,0.535,model
fairground,25.085843373493976,22,4,0.0060240963855421,0.0002401392807828,"fairground, fairgrounds",environmental,0.541,model
fitter,25.085843373493976,22,4,0.0060240963855421,0.0002401392807828,"fitter, fitters",environmental,0.519,model
beauti,25.085843373493976,22,4,0.0060240963855421,0.0002401392807828,"beauties, beautiful",environmental,0.573,model
newborn,25.085843373493976,22,4,0.0060240963855421,0.0002401392807828,"newborn, newborns",environmental,0.6,model
cacao,25.085843373493976,22,4,0.0060240963855421,0.0002401392807828,cacao,environmental,0.534,model
efca,25.085843373493976,22,4,0.0060240963855421,0.0002401392807828,efca,environmental,0.941,model
underweight,25.085843373493976,22,4,0.0060240963855421,0.0002401392807828,"underweight, underweighting",environmental,0.565,model
quinolin,25.085843373493972,33,6,0.0090361445783132,0.0003602089211742,"quinolin, quinoline",environmental,0.592,model
tetrasulphid,25.085843373493972,33,6,0.0090361445783132,0.0003602089211742,"tetrasulphide, tetrasulphides",environmental,0.684,model
mattress,24.971816812705367,219,40,0.0599671412924424,0.0024013928078285,"mattress, mattresses",environmental,0.523,model
nickel,24.9296426052904,399,73,0.1092552026286966,0.004382541874287,"nickel, nickell",environmental,0.534,model
cervic,24.878522353878324,60,11,0.0164293537787513,0.0006603830221528,cervical,environmental,0.707,model
psycho-soci,24.832451016185956,49,9,0.0134173055859802,0.0005403133817614,psycho-social,environmental,0.549,model
timber,24.817545583403135,370,68,0.1013143483023001,0.0040823677733085,"timber, timbers",environmental,0.633,model
erasmu,24.760053199812237,418,77,0.1144578313253012,0.0046226811550699,erasmus,environmental,0.502,model
durian,24.760053199812237,38,7,0.0104052573932092,0.0004202437413699,"durian, durians",environmental,0.658,model
trifolium,24.760053199812237,38,7,0.0104052573932092,0.0004202437413699,trifolium,environmental,0.548,model
spruce,24.760053199812237,38,7,0.0104052573932092,0.0004202437413699,"spruce, spruces",environmental,0.832,model
toluen,24.692648336291875,157,29,0.0429901423877327,0.0017410097856756,"toluen, toluene, toluenes",environmental,0.641,model
agro-environment,24.62973713033954,27,5,0.0073932092004381,0.0003001741009785,agro-environmental,environmental,0.994,model
hydro-electr,24.62973713033954,27,5,0.0073932092004381,0.0003001741009785,"hydro-electric, hydro-electrical",environmental,0.651,model
natural,24.62973713033954,27,5,0.0073932092004381,0.0003001741009785,"naturale, naturales",environmental,0.975,model
iaf,24.62973713033954,27,5,0.0073932092004381,0.0003001741009785,"iaf, iafs",environmental,0.55,model
eyelet,24.62973713033954,27,5,0.0073932092004381,0.0003001741009785,"eyelet, eyelets",environmental,0.512,model
eradicat,24.549247793312286,183,34,0.0501095290251916,0.0020411838866542,"eradicat, eradicated, eradicating",environmental,0.542,model
topographi,24.515710569550933,86,16,0.0235487404162102,0.0009605571231314,topographies,environmental,0.532,model
pyrene,24.515710569550933,43,8,0.0117743702081051,0.0004802785615657,pyrenees,environmental,0.696,model
atomis,24.515710569550933,43,8,0.0117743702081051,0.0004802785615657,"atomisation, atomised, atomiser, atomisers, atomising",environmental,0.55,model
opean,24.515710569550933,43,8,0.0117743702081051,0.0004802785615657,opean,environmental,0.956,model
ginseng,24.515710569550933,43,8,0.0117743702081051,0.0004802785615657,ginseng,environmental,0.731,model
deepwat,24.515710569550933,43,8,0.0117743702081051,0.0004802785615657,deepwater,environmental,0.616,model
agro-industri,24.515710569550933,43,8,0.0117743702081051,0.0004802785615657,"agro-industrial, agro-industries",environmental,0.583,model
pitcairn,24.515710569550933,43,8,0.0117743702081051,0.0004802785615657,pitcairn,environmental,0.516,model
overnight,24.45236248022393,193,36,0.0528477546549835,0.0021612535270456,overnight,environmental,0.506,model
spaghetti,24.447294633077767,134,25,0.0366922234392113,0.0015008705048928,spaghetti,environmental,0.537,model
nitrogen,24.37317736856517,684,128,0.1872946330777656,0.0076844569850513,"nitrogen, nitrogene, nitrogenous",environmental,0.711,model
