stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words,classification,confidence,model,relevant,notes
regener,49.57676556026478,250,23,0.0684556407447973,0.0013808008645014,"regenerate, regenerates, regeneration, regenerations, regenerators",environmental,0.694,model,1,NA
enviro,49.031421139101866,43,4,0.0117743702081051,0.0002401392807828,"enviro, enviroment, enviros",environmental,0.981,model,1,NA
semi-arid,48.65133260313983,32,3,0.008762322015334,0.0001801044605871,semi-arid,environmental,0.521,model,1,specific environment
cowberri,47.89115553121577,21,2,0.0057502738225629,0.0001200696403914,cowberries,environmental,0.734,model,1,keystone species
pfo,47.565365357534034,73,7,0.0199890470974808,0.0004202437413699,"pfo, pfos",environmental,1.0,known_acronym,1,major pollutant
dioxin,46.75088992332968,164,16,0.044906900328587,0.0009605571231314,"dioxin, dioxine, dioxines, dioxins",environmental,0.729,model,1,major pollutant
clean-up,45.610624315443594,170,17,0.0465498357064622,0.0010205919433271,"clean-up, clean-ups",environmental,0.762,model,1,NA
zero-carbon,45.610624315443594,30,3,0.0082146768893756,0.0001801044605871,zero-carbon,environmental,0.684,model,1,NA
eco-industry,45.610624315443594,20,2,0.0054764512595837,0.0001200696403914,eco-industry,environmental,0.987,model,1,NA
reprotox,45.610624315443594,20,2,0.0054764512595837,0.0001200696403914,"reprotox, reprotoxic",environmental,0.851,model,1,major pollutant
sustainability-relat,45.610624315443594,20,2,0.0054764512595837,0.0001200696403914,sustainability-related,environmental,0.81,model,1,NA
bioreactor,45.610624315443594,20,2,0.0054764512595837,0.0001200696403914,"bioreactor, bioreactors",environmental,0.955,model,1,NA
heathland,45.610624315443594,20,2,0.0054764512595837,0.0001200696403914,"heathland, heathlands",environmental,0.93,model,1,specific environment
beaver,45.610624315443594,20,2,0.0054764512595837,0.0001200696403914,"beaver, beavers",environmental,0.925,model,1,endangered species
prei,45.61062431544359,70,7,0.0191675794085432,0.0004202437413699,"prei, preis, prey, preying, preys",environmental,0.857,model,1,NA
lake,45.53198530800317,579,58,0.1585432639649507,0.0034820195713513,"lake, lakes",environmental,0.875,model,1,specific environment
saltwat,43.330093099671416,38,4,0.0104052573932092,0.0002401392807828,saltwater,environmental,0.742,model,1,specific environment
biologist,42.87398685651698,47,5,0.0128696604600219,0.0003001741009785,"biologist, biologiste, biologists",environmental,0.962,model,1,NA
snail,42.56991602774735,56,6,0.0153340635268346,0.0003602089211742,"snail, snails",environmental,0.719,model,1,environmental health indicator
conifer,42.3527225786262,65,7,0.0177984665936473,0.0004202437413699,coniferous,environmental,0.77,model,1,NA
wildlif,41.98250647216967,405,44,0.1108981380065717,0.0026415320886113,wildlife,environmental,0.965,model,1,NA
coastlin,41.67152494274619,201,22,0.055038335158817,0.0013207660443056,"coastline, coastlines",environmental,0.815,model,1,specific environment
peat,41.65770354143848,274,30,0.0750273822562979,0.0018010446058714,"peat, peats",environmental,0.744,model,1,specific environment
batteri,41.04956188389924,540,60,0.1478641840087623,0.0036020892117428,"batteri, batterie, batteries",environmental,0.57,model,1,NA
efsi,41.04956188389924,153,17,0.0418948521358159,0.0010205919433271,efsi,environmental,0.854,model,1,NA
borehol,41.04956188389924,36,4,0.0098576122672508,0.0002401392807828,"borehole, boreholes",environmental,0.844,model,1,NA
water-bas,41.04956188389924,36,4,0.0098576122672508,0.0002401392807828,water-based,environmental,0.858,model,1,specific environment
efi,41.04956188389923,27,3,0.0073932092004381,0.0001801044605871,"efi, efie, efis",environmental,0.541,model,1,NA
thresher,41.04956188389923,27,3,0.0073932092004381,0.0001801044605871,"thresher, threshers",environmental,0.857,model,1,NA
arctic,40.796169526591214,161,18,0.0440854326396495,0.0010806267635228,arctic,environmental,0.844,model,1,specific environment
invertebr,40.44142022635999,266,30,0.0728368017524644,0.0018010446058714,"invertebr, invertebrate, invertebrates",environmental,0.818,model,1,NA
amphibian,40.289384811975175,53,6,0.014512595837897,0.0003602089211742,"amphibian, amphibians",environmental,0.782,model,1,NA
tide,40.22027780543662,97,11,0.0265607886089813,0.0006603830221528,"tide, tides",environmental,0.688,model,1,NA
turbin,39.249142503026455,327,38,0.0895399780941949,0.0022813231674371,"turbine, turbines",environmental,0.628,model,1,NA
sustainabledevelop,38.76903066812705,34,4,0.0093099671412924,0.0002401392807828,sustainabledevelopment,environmental,0.762,model,1,NA
kyoto,38.412697665662655,539,64,0.1475903614457831,0.0038422284925256,kyoto,environmental,0.522,model,1,NA
ozon,38.08487130339539,501,60,0.1371851040525739,0.0036020892117428,"ozon, ozonation, ozonator, ozone",environmental,0.875,model,1,NA
species-specif,38.00885359620299,25,3,0.0068455640744797,0.0001801044605871,"species-specif, species-specific",environmental,0.906,model,1,NA
alga,37.67834182580123,190,23,0.052026286966046,0.0013808008645014,"alga, algae, algaes, algas",environmental,0.941,model,1,environmental health indicator
bee-keep,37.628765060240966,33,4,0.0090361445783132,0.0002401392807828,"bee-keeper, bee-keepers, bee-keeping",environmental,0.751,model,1,NA
scrubber,37.628765060240966,33,4,0.0090361445783132,0.0002401392807828,"scrubber, scrubbers",environmental,0.834,model,1,NA
regen,37.50206888158696,74,9,0.02026286966046,0.0005403133817614,"regen, regene, regenerative",environmental,0.783,model,1,NA
toothfish,36.48849945235487,32,4,0.008762322015334,0.0002401392807828,"toothfish, toothfishes",environmental,0.803,model,1,endangered species
unep,36.33646403797006,239,30,0.0654435925520262,0.0018010446058714,unep,environmental,0.737,model,1,NA
fluvial,36.07385741312357,87,11,0.0238225629791894,0.0006603830221528,"fluvial, fluviale, fluviales",environmental,0.903,model,1,specific environment
clima,35.72832238043081,188,24,0.0514786418400876,0.0014408356846971,"clima, climas",environmental,0.974,model,1,NA
flare,35.72832238043081,47,6,0.0128696604600219,0.0003602089211742,"flare, flares",environmental,0.531,model,1,NA
dichloromethan,35.72832238043081,47,6,0.0128696604600219,0.0003602089211742,dichloromethane,environmental,0.723,model,1,major pollutant
zoolog,35.576286966046,39,5,0.0106790799561883,0.0003001741009785,zoological,environmental,0.991,model,1,NA
agri-environ,35.34823384446879,124,16,0.0339539978094194,0.0009605571231314,agri-environment,environmental,0.991,model,1,NA
woodland,35.27221613727638,116,15,0.0317634173055859,0.0009005223029357,"woodland, woodlands",environmental,0.941,model,1,specific environment
grassland,34.968145308506756,253,33,0.0692771084337349,0.0019811490664585,"grassland, grasslands",environmental,0.969,model,1,specific environment
adriat,34.968145308506756,184,24,0.0503833515881708,0.0014408356846971,adriatic,environmental,0.768,model,1,specific environment
subsoil,34.968145308506756,138,18,0.0377875136911281,0.0010806267635228,"subsoil, subsoiling, subsoils",environmental,0.906,model,1,NA
carnivor,34.66407447973713,38,5,0.0104052573932092,0.0003001741009785,"carnivore, carnivores, carnivorous, carnivors",environmental,0.891,model,1,NA
dioxin-lik,34.66407447973713,38,5,0.0104052573932092,0.0003001741009785,dioxin-like,environmental,0.755,model,1,major pollutant
biowast,34.38339371471901,98,13,0.0268346111719605,0.0007804526625442,"biowaste, biowastes",environmental,0.965,model,1,NA
bio-wast,34.360003650967506,113,15,0.0309419496166484,0.0009005223029357,"bio-waste, bio-wastes",environmental,0.858,model,1,NA
monocultur,34.207968236582694,30,4,0.0082146768893756,0.0002401392807828,"monocultural, monoculture, monocultures",environmental,0.759,model,1,NA
poplar,34.207968236582694,30,4,0.0082146768893756,0.0002401392807828,"poplar, poplars",environmental,0.822,model,1,keystone species
pcb,33.91050764322111,171,23,0.0468236582694414,0.0013808008645014,"pcb, pcbs",environmental,1.0,known_acronym,1,major pollutant
pfa,33.63783543263965,59,8,0.0161555312157721,0.0004802785615657,"pfa, pfas",environmental,1.0,known_acronym,1,major pollutant
aerosol,33.60782844295843,280,38,0.076670317634173,0.0022813231674371,"aerosol, aerosole, aerosoler, aerosoles, aerosolization, aerosols",environmental,0.804,model,1,major pollutant
beach,33.51389351873899,169,23,0.046276013143483,0.0013808008645014,"beach, beached, beaches, beaching",environmental,0.795,model,1,NA
de-min,33.06770262869661,29,4,0.0079408543263964,0.0002401392807828,"de-mined, de-mining",environmental,0.93,model,1,NA
biocid,32.9410064500426,260,36,0.0711938663745892,0.0021612535270456,"biocid, biocidal, biocide, biocider, biocides",environmental,0.701,model,1,NA
reptil,32.90480754185574,101,14,0.0276560788608981,0.0008404874827399,"reptile, reptiles",environmental,0.693,model,1,NA
ozone-deplet,32.83964950711939,72,10,0.0197152245345016,0.0006003482019571,"ozone-depleters, ozone-depleting",environmental,0.88,model,1,NA
carpathian,32.83964950711939,36,5,0.0098576122672508,0.0003001741009785,"carpathian, carpathians",environmental,0.878,model,1,specific environment
biosecurity,32.34207906004182,78,11,0.0213581599123767,0.0006603830221528,biosecurity,environmental,0.932,model,1,NA
de-pollut,31.927437020810515,28,4,0.0076670317634173,0.0002401392807828,"de-pollute, de-polluting, de-pollution",environmental,0.837,model,1,NA
environment-friendly,31.927437020810512,91,13,0.0249178532311062,0.0007804526625442,environment-friendly,environmental,0.928,model,1,NA
epbd,31.927437020810512,42,6,0.0115005476451259,0.0003602089211742,epbd,environmental,1.0,known_acronym,1,NA
evaporat,30.787171412924422,54,8,0.0147864184008762,0.0004802785615657,"evaporated, evaporating",environmental,0.666,model,1,NA
potass,30.40708287696239,20,3,0.0054764512595837,0.0001801044605871,"potasse, potasses, potassic",environmental,0.891,model,1,NA
acidif,30.255047462577583,199,30,0.0544906900328587,0.0018010446058714,acidification,environmental,0.712,model,1,NA
deer,29.646905805038337,65,10,0.0177984665936473,0.0006003482019571,"deer, deere, deers",environmental,0.803,model,1,NA
ryegrass,29.646905805038337,26,4,0.0071193866374589,0.0002401392807828,ryegrass,environmental,0.914,model,1,keystone species
rhododendron,29.190799561883896,32,5,0.008762322015334,0.0003001741009785,"rhododendron, rhododendrons",environmental,0.875,model,1,invasive species
roh,28.506640197152244,50,8,0.0136911281489594,0.0004802785615657,rohs,environmental,1.0,known_acronym,1,NA
brook,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,"brook, brooke, brookes, brookings, brooks",environmental,0.63,model,1,NA
decidu,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,deciduous,environmental,0.588,model,1,NA
timber-produc,28.506640197152244,25,4,0.0068455640744797,0.0002401392807828,timber-producing,environmental,0.626,model,1,NA
pleuronectida,28.278587075575025,31,5,0.0084884994523548,0.0003001741009785,pleuronectidae,environmental,0.832,model,1,endangered species
reservoir,27.83820863390867,354,58,0.096933187294633,0.0034820195713513,"reservoir, reservoirs",environmental,0.805,model,1,NA
ema,27.796663497902415,323,53,0.0884446878422782,0.0031818454703728,"ema, emas",environmental,1.0,known_acronym,1,NA
emsa,27.366374589266155,120,20,0.0328587075575027,0.0012006964039142,emsa,environmental,0.512,model,1,NA
glacier,27.366374589266155,36,6,0.0098576122672508,0.0003602089211742,"glacier, glaciers",environmental,0.895,model,1,specific environment
chlordecon,27.366374589266155,30,5,0.0082146768893756,0.0003001741009785,chlordecone,environmental,0.731,model,1,major pollutant
fisher,27.04058441558442,83,14,0.0227272727272727,0.0008404874827399,"fisher, fishers",environmental,0.898,model,1,NA
aquacultur,26.768202467096405,716,122,0.1960569550930996,0.007324248063877,"aquacultural, aquaculture, aquacultured, aquacultures",environmental,0.801,model,1,NA
water-separ,26.714794241902677,41,7,0.0112267250821467,0.0004202437413699,water-separation,environmental,0.903,model,1,NA
coral,26.6822152245345,117,20,0.0320372398685651,0.0012006964039142,"coral, corals",environmental,0.805,model,1,specific environment
biologically,26.66467267672087,76,13,0.0208105147864184,0.0007804526625442,biologically,environmental,0.975,model,1,NA
end-of-wast,26.606197517342093,35,6,0.0095837897042716,0.0003602089211742,end-of-waste,environmental,0.72,model,1,NA
depopul,26.537090510803544,64,11,0.0175246440306681,0.0006603830221528,depopulation,environmental,0.82,model,1,NA
archipelago,26.454162102957284,58,10,0.0158817086527929,0.0006003482019571,"archipelago, archipelagos",environmental,0.742,model,1,NA
urophyci,26.454162102957284,29,5,0.0079408543263964,0.0003001741009785,urophycis,environmental,0.961,model,1,NA
culvert,26.454162102957284,29,5,0.0079408543263964,0.0003001741009785,"culvert, culverted, culverts",environmental,0.847,model,1,NA
eros,26.352805160034077,572,99,0.1566265060240964,0.0059434471993756,"erosion, erosions, erosive",environmental,0.749,model,1,NA
tidal,26.30212668857247,173,30,0.0473713033953997,0.0018010446058714,tidal,environmental,0.54,model,1,NA
energy-europ,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,energy-europe,environmental,0.627,model,1,NA
anti-flood,26.226108981380065,23,4,0.0062979189485213,0.0002401392807828,"anti-flood, anti-flooding",environmental,0.862,model,1,NA
salmonida,26.063213894539196,40,7,0.0109529025191675,0.0004202437413699,salmonidae,environmental,0.776,model,1,endangered species
rhizom,26.063213894539196,40,7,0.0109529025191675,0.0004202437413699,"rhizome, rhizomes",environmental,0.884,model,1,NA
shore,25.628826996296873,236,42,0.0646221248630887,0.0025214624482199,"shore, shores",environmental,0.668,model,1,NA
conif,25.41163354717572,39,7,0.0106790799561883,0.0004202437413699,"conifer, conifers",environmental,0.933,model,1,NA
pop,25.248738460334845,155,28,0.0424424972617743,0.0016809749654799,"pop, pops",environmental,1.0,known_acronym,1,NA
efca,25.085843373493976,22,4,0.0060240963855421,0.0002401392807828,efca,environmental,0.941,model,1,NA
timber,24.817545583403135,370,68,0.1013143483023001,0.0040823677733085,"timber, timbers",environmental,0.633,model,1,NA
spruce,24.760053199812237,38,7,0.0104052573932092,0.0004202437413699,"spruce, spruces",environmental,0.832,model,1,NA
agro-environment,24.62973713033954,27,5,0.0073932092004381,0.0003001741009785,agro-environmental,environmental,0.994,model,1,NA
hydro-electr,24.62973713033954,27,5,0.0073932092004381,0.0003001741009785,"hydro-electric, hydro-electrical",environmental,0.651,model,1,NA
pyrene,24.515710569550933,43,8,0.0117743702081051,0.0004802785615657,pyrenees,environmental,0.696,model,1,specific environment
crayfish,24.325666301569917,48,9,0.013143483023001,0.0005403133817614,crayfish,environmental,0.797,model,1,invasive species
polyphosph,24.32566630156991,32,6,0.008762322015334,0.0003602089211742,"polyphosphate, polyphosphates",environmental,0.728,model,1,major pollutant
sepa,24.208715982812368,69,13,0.018893756845564,0.0007804526625442,"sepa, sepas",environmental,0.567,model,1,NA
geo,23.717524644030668,78,15,0.0213581599123767,0.0009005223029357,"geo, geos",environmental,0.992,model,1,NA
otter,23.717524644030668,26,5,0.0071193866374589,0.0003001741009785,"otter, otters",environmental,0.851,model,1,keystone species
greenfield,23.507014070267083,67,13,0.0183461117196056,0.0007804526625442,"greenfield, greenfields",environmental,0.819,model,1,NA
irrig,23.48606774451946,345,67,0.0944687842278203,0.0040223329531128,"irrigable, irrigate, irrigation, irrigational, irrigations, irrigator, irrigators",environmental,0.597,model,1,NA
tweed,23.45689250508528,36,7,0.0098576122672508,0.0004202437413699,"tweed, tweede",environmental,0.663,model,1,specific environment
bison,23.37544496166484,41,8,0.0112267250821467,0.0004802785615657,"bison, bisons",environmental,0.825,model,1,endangered species
ecory,23.170197152245343,127,25,0.034775465498357,0.0015008705048928,ecorys,environmental,0.977,model,1,private company
coalfish,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,coalfish,environmental,0.905,model,1,keystone species
eiti,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,eiti,environmental,0.808,model,1,NA
foliag,22.805312157721794,150,30,0.0410733844468784,0.0018010446058714,foliage,environmental,0.8,model,1,NA
compost,22.5714115202067,193,39,0.0528477546549835,0.0023413579876328,"compost, compostable, composted, composters, composting, composts",environmental,0.864,model,1,NA
cite,22.50622609663692,301,61,0.082420591456736,0.0036621240319385,"cite, cites",environmental,1.0,known_acronym,1,NA
denatur,22.402865472585532,167,34,0.0457283680175246,0.0020411838866542,"denaturant, denaturants, denaturation, denature, denatured, denatures, denaturing",environmental,0.771,model,1,NA
chlorofluorocarbon,22.39067011849049,54,11,0.0147864184008762,0.0006603830221528,"chlorofluorocarbon, chlorofluorocarbons",environmental,0.711,model,1,major pollutant
oceanography,22.045135085797735,29,6,0.0079408543263964,0.0003602089211742,oceanography,environmental,0.986,model,1,NA
halogen,22.000418787449263,82,17,0.0224534501642935,0.0010205919433271,"halogen, halogenates, halogenic, halogens",environmental,0.646,model,1,major pollutant
antarctica,21.893099671412923,24,5,0.0065717415115005,0.0003001741009785,antarctica,environmental,0.875,model,1,specific environment
fungi,21.791742728489716,129,27,0.0353231106243154,0.0016209401452842,fungi,environmental,0.855,model,1,environmental health indicators
oyster,21.752759288903867,62,13,0.0169769989047097,0.0007804526625442,"oyster, oysters",environmental,0.808,model,1,environmental health indicators
mylopharyngodon,21.284958013873673,28,6,0.0076670317634173,0.0003602089211742,mylopharyngodon,environmental,0.829,model,1,invasive species
butterfly,21.09491374589266,74,16,0.02026286966046,0.0009605571231314,butterfly,environmental,0.539,model,1,keystone species
countrysid,21.03973960357559,143,31,0.0391566265060241,0.0018610794260671,countryside,environmental,0.819,model,1,specific environment
seabream,20.980887185104052,23,5,0.0062979189485213,0.0003001741009785,"seabream, seabreams",environmental,0.895,model,1,NA
drainag,20.942342995541704,326,71,0.0892661555312157,0.0042624722338956,"drainage, drainages",environmental,0.886,model,1,NA
pine,20.616002190580502,113,25,0.0309419496166484,0.0015008705048928,"pine, pines",environmental,0.866,model,1,NA
hatcheri,20.52478094194962,36,8,0.0098576122672508,0.0004802785615657,hatcheries,environmental,0.942,model,1,NA
dibenzo-p-dioxin,20.524780941949615,27,6,0.0073932092004381,0.0003602089211742,"dibenzo-p-dioxin, dibenzo-p-dioxins",environmental,0.716,model,1,major pollutant
feeder,20.41618421738904,94,21,0.0257393209200438,0.0012607312241099,"feeder, feedering, feeders",environmental,0.784,model,1,NA
greenpeac,20.06867469879518,22,5,0.0060240963855421,0.0003001741009785,greenpeace,environmental,0.919,model,1,NA
poa,19.90281788310266,48,11,0.013143483023001,0.0006603830221528,poa,environmental,0.733,model,1,major pollutant
anaerob,19.764603870025557,117,27,0.0320372398685651,0.0016209401452842,"anaerobe, anaerobes, anaerobic",environmental,0.919,model,1,specific environment
herbac,19.647653551268007,56,13,0.0153340635268346,0.0007804526625442,herbaceous,environmental,0.831,model,1,NA
halogenat,19.511211512717537,154,36,0.0421686746987951,0.0021612535270456,halogenated,environmental,0.545,model,1,major pollutant
acorn,19.488175843871353,47,11,0.0128696604600219,0.0006603830221528,"acorn, acorns",environmental,0.82,model,1,NA
post-harvest,19.38451533406353,51,12,0.0139649507119386,0.0007204178423485,"post-harvest, post-harvesting",environmental,0.881,model,1,NA
eru,19.38451533406353,51,12,0.0139649507119386,0.0007204178423485,"eru, erus",environmental,0.561,model,1,NA
extinct,19.187917815462473,122,29,0.0334063526834611,0.0017410097856756,"extinct, extincted, extinction, extinctions",environmental,0.827,model,1,NA
invas,19.14743040569117,424,101,0.1161007667031763,0.006063516839767,"invasion, invasions, invasive, invasiveness",environmental,0.619,model,1,NA
butterfli,19.004426798101495,25,6,0.0068455640744797,0.0003602089211742,butterflies,environmental,0.748,model,1,NA
evapor,18.94595163872272,162,39,0.0443592552026287,0.0023413579876328,"evaporant, evaporate, evaporates, evaporation, evaporative, evaporator, evaporators",environmental,0.82,model,1,NA
eippcb,18.895830073540917,29,7,0.0079408543263964,0.0004202437413699,eippcb,environmental,0.562,model,1,NA
ceci,18.85239138371669,62,15,0.0169769989047097,0.0009005223029357,"ceci, cecis",environmental,0.51,model,1,NA
bloom,18.85239138371669,62,15,0.0169769989047097,0.0009005223029357,"bloom, bloomed, blooming, blooms",environmental,0.767,model,1,NA
oceanograph,18.814382530120483,99,24,0.0271084337349397,0.0014408356846971,"oceanographers, oceanographic, oceanographical",environmental,0.943,model,1,NA
meadow,18.765514004068223,144,35,0.0394304490690032,0.0021012187068499,"meadow, meadows",environmental,0.919,model,1,specific environment
phosphat,18.33030750790469,213,53,0.0583242059145673,0.0031818454703728,"phosphate, phosphated, phosphates, phosphatic",environmental,0.765,model,1,fertilizer that's non-renewable?
bee,18.244249726177436,136,34,0.0372398685651697,0.0020411838866542,"bee, beeing, bees",environmental,0.852,model,1,pollinator
pollen,18.244249726177436,48,12,0.013143483023001,0.0007204178423485,"pollen, pollens",environmental,0.909,model,1,NA
euaa,18.244249726177436,20,5,0.0054764512595837,0.0003001741009785,euaa,environmental,0.596,model,1,NA
antarct,18.02705627705628,83,21,0.0227272727272727,0.0012607312241099,antarctic,environmental,0.928,model,1,specific environment
insecticid,17.967821700023237,130,33,0.0355969331872946,0.0019811490664585,"insecticidal, insecticide, insecticides",environmental,0.674,model,1,major pollutant
wave,17.839639349185596,485,124,0.1328039430449069,0.0074443177042684,"wave, waves",environmental,0.566,model,1,NA
volcano,17.788143483023,39,10,0.0106790799561883,0.0006003482019571,"volcano, volcanoes, volcanos",environmental,0.805,model,1,NA
anti-pollut,17.788143483023,39,10,0.0106790799561883,0.0006003482019571,"anti-polluting, anti-pollution",environmental,0.849,model,1,NA
agrochem,17.788143483023,39,10,0.0106790799561883,0.0006003482019571,"agrochemical, agrochemicals",environmental,0.61,model,1,NA
dredger,17.788143483023,39,10,0.0106790799561883,0.0006003482019571,"dredger, dredgers",environmental,0.735,model,1,NA
beekeep,17.414965647714826,42,11,0.0115005476451259,0.0006603830221528,"beekeeper, beekeepers, beekeeping",environmental,0.721,model,1,NA
fertil,17.173796298366003,369,98,0.1010405257393209,0.0058834123791799,"fertil, fertile, fertilization, fertilize, fertilizer, fertilizers",environmental,0.722,model,1,NA
forag,17.138537621560623,124,33,0.0339539978094194,0.0019811490664585,"forage, forages, foraging",environmental,0.92,model,1,NA
decontaminat,17.103984118291347,30,8,0.0082146768893756,0.0004802785615657,"decontaminat, decontaminated, decontaminating",environmental,0.722,model,1,NA
hunter,16.941089031450478,26,7,0.0071193866374589,0.0004202437413699,"hunter, hunters",environmental,0.811,model,1,hunting - harmful population culling
waste-relat,16.941089031450478,26,7,0.0071193866374589,0.0004202437413699,waste-related,environmental,0.741,model,1,NA
gase,16.816866878895567,1025,278,0.2806681270536692,0.0166896800144083,"gase, gases",environmental,0.834,model,1,NA
cyprinu,16.72389558232932,33,9,0.0090361445783132,0.0005403133817614,cyprinus,environmental,0.761,model,1,endangered/ invasive species
cogeca,16.723895582329316,22,6,0.0060240963855421,0.0003602089211742,cogeca,environmental,0.884,model,1,agro lobby group
aegean,16.61529885776874,153,42,0.0418948521358159,0.0025214624482199,aegean,environmental,0.931,model,1,specific environment
embank,16.585681569252216,40,11,0.0109529025191675,0.0006603830221528,"embanked, embankment, embankments",environmental,0.755,model,1,NA
eafrd,16.556656626506022,363,100,0.0993975903614457,0.0060034820195713,eafrd,environmental,0.957,model,1,agro lobby group
colza,16.32380238657981,68,19,0.0186199342825848,0.0011406615837185,colza,environmental,0.767,model,1,NA
fertilis,16.262359502946854,599,168,0.1640197152245345,0.0100858497928798,"fertilisation, fertilisations, fertilise, fertilised, fertiliser, fertilisers, fertilising",environmental,0.877,model,1,NA
dolomit,16.217110867713277,96,27,0.0262869660460021,0.0016209401452842,"dolomit, dolomite, dolomites, dolomitic",environmental,0.761,model,1,specific environment
ecotoxicology,16.217110867713277,32,9,0.008762322015334,0.0005403133817614,ecotoxicology,environmental,0.998,model,1,NA
azalea,16.217110867713277,32,9,0.008762322015334,0.0005403133817614,"azalea, azaleas",environmental,0.884,model,1,invasvie species
precipit,16.002371581859023,207,59,0.0566812705366922,0.003542054391547,"precipitate, precipitates, precipitation, precipitations, precipitator, precipitators, precipitous",environmental,0.828,model,1,environmental health indicator
biomark,15.963718510405258,28,8,0.0076670317634173,0.0004802785615657,"biomarker, biomarkers",environmental,0.797,model,1,NA
replant,15.963718510405256,35,10,0.0095837897042716,0.0006003482019571,"replant, replanted, replanting, replantings",environmental,0.868,model,1,NA
phosphit,15.678652108433734,55,16,0.0150602409638554,0.0009605571231314,"phosphite, phosphites",environmental,0.827,model,1,major pollutant
deep-sea,15.54907647117395,75,22,0.0205366922234392,0.0013207660443056,deep-sea,environmental,0.733,model,1,specific environment
mine,15.531203969482943,395,116,0.1081599123767798,0.0069640391427027,"mine, minee, mines",environmental,0.776,model,1,NA
ccu,15.051506024096383,33,10,0.0090361445783132,0.0006003482019571,"ccu, ccus",environmental,1.0,known_acronym,1,NA
entsog,15.051506024096383,33,10,0.0090361445783132,0.0006003482019571,entsog,environmental,0.845,model,1,NA
arid,14.927113412326996,36,11,0.0098576122672508,0.0006603830221528,"arid, aride",environmental,0.573,model,1,NA
crawfish,14.927113412326996,36,11,0.0098576122672508,0.0006603830221528,crawfish,environmental,0.79,model,1,invasive species
tree,14.568570001932866,543,170,0.1486856516976999,0.0102059194332712,"tree, trees",environmental,0.926,model,1,NA
beetroot,14.488080664905612,54,17,0.0147864184008762,0.0010205919433271,"beetroot, beetroots",environmental,0.821,model,1,NA
viticultur,14.44336436655714,57,18,0.0156078860898138,0.0010806267635228,"viticultural, viticulture",environmental,0.638,model,1,NA
mulberri,14.384889207178365,41,13,0.0112267250821467,0.0007804526625442,mulberries,environmental,0.76,model,1,keystone species
biogen,14.334767641996558,44,14,0.0120481927710843,0.0008404874827399,"biogen, biogenic",environmental,0.967,model,1,NA
bioethanol,14.334767641996557,66,21,0.0180722891566265,0.0012607312241099,bioethanol,environmental,0.802,model,1,NA
hydrolysi,14.139293537787513,31,10,0.0084884994523548,0.0006003482019571,hydrolysis,environmental,0.713,model,1,NA
sunflow,14.03403825090572,160,52,0.0438116100766703,0.0031218106501771,"sunflower, sunflowers",environmental,0.753,model,1,NA
linse,13.900380743754235,64,21,0.0175246440306681,0.0012607312241099,"linseed, linseeds",environmental,0.75,model,1,NA
avian,13.683187294633075,132,44,0.036144578313253,0.0026415320886113,"avian, avians",environmental,0.749,model,1,NA
ecotoxicolog,13.683187294633075,36,12,0.0098576122672508,0.0007204178423485,ecotoxicological,environmental,0.998,model,1,NA
boar,13.436643379414464,109,37,0.0298466593647316,0.0022212883472414,"boar, boars",environmental,0.896,model,1,endangered species
kohlrabi,13.357397120951338,41,14,0.0112267250821467,0.0008404874827399,"kohlrabi, kohlrabies",environmental,0.887,model,1,NA
waterwai,13.340098527658505,661,226,0.1809967141292442,0.0135678693642312,"waterway, waterways",environmental,0.905,model,1,NA
gazprom,13.031606947269598,40,14,0.0109529025191675,0.0008404874827399,gazprom,environmental,0.812,model,1,NA
efda,13.031606947269598,20,7,0.0054764512595837,0.0004202437413699,efda,environmental,0.815,model,1,NA
ebro,12.827988088718511,45,16,0.0123220153340635,0.0009605571231314,ebro,environmental,0.724,model,1,NA
ecotoxicity,12.6099961342697,47,17,0.0128696604600219,0.0010205919433271,ecotoxicity,environmental,0.993,model,1,NA
plantat,12.516403881912428,118,43,0.0323110624315443,0.0025814972684156,"plantation, plantations",environmental,0.796,model,1,NA
rapese,12.439261176939162,60,22,0.0164293537787513,0.0013207660443056,"rapeseed, rapeseeds",environmental,0.841,model,1,NA
chlorpyrifo,12.439261176939162,30,11,0.0082146768893756,0.0006603830221528,chlorpyrifos,environmental,0.735,model,1,NA
seawe,12.424963175586358,79,29,0.0216319824753559,0.0017410097856756,"seaweed, seaweeds",environmental,0.945,model,1,NA
lichen,12.38002659990612,38,14,0.0104052573932092,0.0008404874827399,"lichen, lichens",environmental,0.93,model,1,NA
iotc,12.31486856516977,27,10,0.0073932092004381,0.0006003482019571,iotc,environmental,0.758,model,1,NA
arabl,12.30104716386206,267,99,0.0731106243154435,0.0059434471993756,"arable, arables",environmental,0.54,model,1,NA
irrigat,12.211876832844576,83,31,0.0227272727272727,0.0018610794260671,"irrigated, irrigating",environmental,0.729,model,1,NA
asparagu,12.162833150784955,64,24,0.0175246440306681,0.0014408356846971,asparagus,environmental,0.851,model,1,review?
agronom,12.115322083789705,85,32,0.0232749178532311,0.0019211142462628,"agronomic, agronomical, agronomics",environmental,0.61,model,1,NA
